,Unnamed: 0,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
4302,4399,7.0,1.39,40.67330551147461,-73.98280334472656,1,40.6854362487793,-73.99140930175781,0,2,4,1,15,21,8,26,4,1,15,21,16,19
4303,4400,8.0,1.6,40.80466079711914,-73.95182800292969,1,40.82465362548828,-73.94603729248047,0,1,0,1,11,22,38,35,0,1,11,22,46,46
4304,4401,21.5,6.4,40.74664688110352,-73.89386749267578,4,40.693153381347656,-73.9681625366211,0,1,5,1,9,0,13,22,5,1,9,0,35,27
4305,4402,9.5,1.87,40.71691131591797,-73.96530151367188,1,40.7310676574707,-73.95133972167969,0,2,5,1,16,19,11,58,5,1,16,19,23,41
4306,4403,15.0,3.22,40.72355651855469,-73.99661254882812,5,40.690826416015625,-73.973388671875,0,2,4,1,8,9,40,39,4,1,8,9,58,59
4307,4404,6.5,1.22,40.707252502441406,-73.94415283203125,1,40.71498107910156,-73.95869445800781,0,2,2,1,6,19,28,14,2,1,6,19,35,20
4308,4405,4.5,0.63,40.7172966003418,-73.95821380615234,1,40.7100715637207,-73.96263885498047,0,2,4,1,1,20,21,33,4,1,1,20,24,55
4309,4406,29.0,9.52,40.7120361328125,-73.86128234863281,1,40.696048736572266,-73.98992156982422,0,2,1,1,12,11,56,46,1,1,12,12,20,2
4310,4407,7.0,1.26,40.73716735839844,-73.87747192382812,1,40.74821472167969,-73.87828826904297,0,2,5,1,16,3,10,55,5,1,16,3,19,11
4311,4408,6.0,1.07,40.77690124511719,-73.95539855957031,1,40.78804397583008,-73.95568084716797,0,2,0,1,4,10,8,22,0,1,4,10,13,41
4312,4409,8.0,1.8,40.77588272094727,-73.95246124267578,1,40.79797744750977,-73.93730163574219,0,1,3,1,21,6,52,17,3,1,21,7,0,25
4313,4410,39.0,11.8,40.76493835449219,-73.95317077636719,1,40.7137565612793,-73.83012390136719,0,2,5,1,30,6,38,39,5,1,30,7,13,43
4314,4411,6.0,1.1,40.81364059448242,-73.94982147216797,1,40.805076599121094,-73.93871307373047,0,1,6,1,10,18,4,58,6,1,10,18,10,55
4315,4412,6.0,0.94,40.66186141967773,-73.9866943359375,1,40.67096328735352,-73.97821044921875,0,2,5,1,9,17,36,24,5,1,9,17,42,32
4316,4413,12.0,2.84,40.72190856933594,-73.979248046875,1,40.71924591064453,-73.9542236328125,0,2,0,1,18,22,17,12,0,1,18,22,29,8
4317,4414,6.5,1.37,40.81291580200195,-73.93779754638672,1,40.79849624633789,-73.93356323242188,0,2,0,1,4,8,41,5,0,1,4,8,46,10
4318,4415,21.0,4.9,40.66896057128906,-73.99633026123047,1,40.71022415161133,-73.96317291259766,0,1,2,1,20,19,54,35,2,1,20,20,22,14
4319,4416,18.0,5.15,40.70298385620117,-73.8250732421875,1,40.73433303833008,-73.87136840820312,0,2,0,1,4,19,36,24,0,1,4,19,56,11
4320,4417,16.0,4.21,40.661476135253906,-73.95223999023438,1,40.70129776000977,-73.92677307128906,0,2,2,1,13,23,27,16,2,1,13,23,44,26
4321,4418,10.5,1.77,40.78585815429688,-73.95113372802734,6,40.80582046508789,-73.94703674316406,0,2,2,1,27,14,59,0,2,1,27,15,13,11
4322,4419,4.0,0.65,40.7986946105957,-73.97058868408203,1,40.80683135986328,-73.96472930908203,0,2,4,1,8,11,25,38,4,1,8,11,28,7
4323,4420,24.0,7.42,40.70877456665039,-73.92267608642578,1,40.678855895996094,-73.99764251708984,0,2,0,1,25,4,34,1,0,1,25,4,55,48
4324,4421,6.0,1.21,40.75699234008789,-73.88371276855469,5,40.74700164794922,-73.89080810546875,0,2,6,1,17,23,59,28,0,1,18,0,5,18
4325,4422,11.5,2.26,40.705848693847656,-73.96009063720703,1,40.68063735961914,-73.95320892333984,0,2,3,1,7,10,30,52,3,1,7,10,45,17
4326,4423,12.5,3.23,40.6655387878418,-73.86665344238281,1,40.67033386230469,-73.90682983398438,0,2,3,1,21,1,16,3,3,1,21,1,28,42
4327,4424,29.0,7.8,40.76833724975586,-73.86165618896484,1,40.81072616577149,-73.95238494873047,0,2,1,1,12,17,11,42,1,1,12,17,44,7
4328,4425,8.0,2.0,40.790225982666016,-73.95207977294922,1,40.81028747558594,-73.9394760131836,0,1,4,1,1,0,17,1,4,1,1,0,23,32
4329,4426,8.0,1.6,40.81855392456055,-73.93568420410156,1,40.80082321166992,-73.9466552734375,0,2,1,1,5,13,39,8,1,1,5,13,46,31
4330,4427,3.5,0.2,40.80647277832031,-73.95381164550781,1,40.80431365966797,-73.95524597167969,0,2,6,1,17,0,56,13,6,1,17,0,58,16
4331,4428,17.0,3.84,40.779090881347656,-73.9766616821289,1,40.80514907836914,-73.93933868408203,0,2,6,1,24,15,9,9,6,1,24,15,33,4
4332,4429,6.5,0.9,40.6845817565918,-73.97772979736328,1,40.68284225463867,-73.96377563476562,0,1,2,1,13,15,3,11,2,1,13,15,9,44
4333,4430,12.0,2.27,40.73644638061523,-73.84845733642578,2,40.73452377319336,-73.8693618774414,0,2,6,1,17,16,46,53,6,1,17,17,2,17
4334,4431,3.0,0.2,40.6635627746582,-73.9895248413086,3,40.66496658325195,-73.98661041259766,0,1,5,1,16,20,12,57,5,1,16,20,13,52
4335,4432,5.5,0.61,40.81134414672852,-73.95386505126953,1,40.81016540527344,-73.94387817382812,0,2,3,1,21,19,19,54,3,1,21,19,25,13
4336,4433,23.0,7.71,40.72515487670898,-73.99031066894531,1,40.79887771606445,-73.94147491455078,0,2,4,1,1,10,29,52,4,1,1,10,44,21
4337,4434,14.5,4.14,40.73877716064453,-73.80516052246094,1,40.73345565795898,-73.86961364746094,0,2,4,1,29,8,40,27,4,1,29,8,51,50
4338,4435,22.0,6.2,40.67449569702149,-73.97232818603516,1,40.73317337036133,-73.95472717285156,0,1,3,1,21,22,25,18,3,1,21,22,48,28
4339,4436,13.5,3.0,40.67833709716797,-73.9853286743164,3,40.68885040283203,-73.95716094970703,0,1,4,1,1,20,7,54,4,1,1,20,25,1
4340,4437,20.0,4.76,40.68128967285156,-73.96765899658203,1,40.71933364868164,-73.96012115478516,0,2,2,1,6,11,19,42,2,1,6,11,43,51
4341,4438,10.5,2.11,40.67198181152344,-74.0098648071289,1,40.691890716552734,-73.99124145507812,0,2,4,1,22,16,7,54,4,1,22,16,21,43
4342,4439,18.0,4.1,40.62694549560547,-73.92487335205078,1,40.6507453918457,-73.94955444335938,0,1,1,1,5,18,49,39,1,1,5,19,11,36
4343,4440,11.5,2.86,40.743995666503906,-73.92405700683594,1,40.73419570922852,-73.87222290039062,0,2,5,1,30,17,31,53,5,1,30,17,44,12
4344,4441,5.0,1.03,40.74610900878906,-73.88846588134766,1,40.74562072753906,-73.90328979492188,0,2,5,1,16,4,47,42,5,1,16,4,51,40
4345,4442,13.5,4.16,40.69353866577149,-73.99952697753906,1,40.71409225463867,-73.95552062988281,0,2,5,1,30,14,27,35,5,1,30,14,36,57
4346,4443,7.5,1.5,40.74524307250977,-73.9067153930664,1,40.7601432800293,-73.91584777832031,0,1,6,1,17,19,32,42,6,1,17,19,39,59
4347,4444,25.5,5.27,40.74855041503906,-73.89900970458984,1,40.74575424194336,-73.90135955810547,0,2,0,1,25,8,26,41,0,1,25,9,7,43
4348,4445,9.5,1.9,40.79960250854492,-73.94400024414062,1,40.81871795654297,-73.95628356933594,0,1,2,1,13,20,30,51,2,1,13,20,42,50
4349,4446,24.0,7.8,40.61985778808594,-74.03485870361328,1,40.68489837646485,-73.97809600830078,0,1,3,1,7,22,51,39,3,1,7,23,9,23
4350,4447,8.5,1.99,40.783199310302734,-73.94891357421875,1,40.80470657348633,-73.94780731201172,0,2,2,1,27,1,44,15,2,1,27,1,51,54
4351,4448,6.0,1.1,40.821720123291016,-73.93531799316406,1,40.80776596069336,-73.94578552246094,0,1,4,1,8,18,13,55,4,1,8,18,18,51
4352,4449,18.5,5.8,40.83177185058594,-73.89246368408203,1,40.852630615234375,-73.82733154296875,0,1,2,1,13,18,14,25,2,1,13,18,27,53
4353,4451,9.5,2.23,40.6707763671875,-73.973876953125,1,40.661476135253906,-73.9968032836914,0,2,5,1,2,15,0,48,5,1,2,15,10,46
4354,4452,8.5,1.73,40.65728378295898,-73.94682312011719,1,40.66791915893555,-73.96188354492188,0,2,2,1,27,8,33,27,3,1,28,0,0,0
4355,4453,8.5,1.56,40.69347381591797,-73.98715209960938,1,40.693702697753906,-73.96502685546875,0,2,3,1,28,14,10,55,3,1,28,14,20,8
4356,4454,9.0,2.02,40.66973876953125,-73.98600006103516,1,40.68834686279297,-73.9882583618164,0,2,6,1,10,17,56,46,6,1,10,18,5,10
4357,4455,15.5,4.93,40.73181915283203,-73.95449829101562,1,40.68471145629883,-73.97774505615234,0,2,0,1,11,23,7,47,0,1,11,23,20,17
4358,4456,9.5,1.63,40.756263732910156,-73.87806701660156,1,40.753211975097656,-73.90726470947266,0,2,5,1,23,11,18,32,5,1,23,11,31,43
4359,4457,10.5,4.7,40.71215438842773,-73.89032745361328,1,40.71215438842773,-73.89077758789062,0,1,6,1,10,16,57,36,6,1,10,17,14,33
4360,4458,14.0,0.6,40.74882125854492,-73.87153625488281,1,40.74765396118164,-73.88300323486328,0,1,0,1,25,13,14,15,0,1,25,13,37,42
4361,4459,6.0,0.5,40.83631896972656,-73.94669342041016,1,40.842018127441406,-73.9423828125,0,2,2,1,13,17,14,42,2,1,13,17,21,49
4362,4460,18.5,5.35,40.63495635986328,-74.03231048583984,2,40.68396759033203,-73.97872161865234,0,2,6,1,10,0,21,35,6,1,10,0,38,16
4363,4461,47.5,15.47,40.64694595336914,-73.78996276855469,1,40.7668571472168,-73.91265869140625,0,2,2,1,6,18,34,3,2,1,6,19,25,30
4364,4462,6.5,1.1,40.72243881225586,-73.94998168945312,1,40.71284866333008,-73.96233367919922,0,1,5,1,16,18,37,13,5,1,16,18,44,33
4365,4463,19.0,4.0,40.76240158081055,-73.9627456665039,3,40.80679321289063,-73.96112060546875,0,1,4,1,29,18,35,25,4,1,29,19,1,48
4366,4464,3.0,0.2,40.72009658813477,-73.95538330078125,1,40.7179069519043,-73.95770263671875,0,1,4,1,29,19,24,49,4,1,29,19,25,45
4367,4465,4.0,0.4,40.81005859375,-73.95304870605469,1,40.80448532104492,-73.95527648925781,0,1,3,1,7,9,35,43,3,1,7,9,38,14
4368,4466,8.0,1.83,40.78976440429688,-73.97372436523438,1,40.80940246582031,-73.9594497680664,0,2,2,1,27,19,8,45,2,1,27,19,17,51
4369,4467,9.0,1.82,40.80245971679688,-73.95060729980469,1,40.8245735168457,-73.94446563720703,0,2,4,1,1,0,32,37,4,1,1,0,42,44
4370,4468,8.0,1.1,40.70842361450195,-73.95319366455078,3,40.72184371948242,-73.95811462402344,0,2,5,1,16,19,37,7,5,1,16,19,46,50
4371,4469,22.0,6.86,40.807273864746094,-73.95325469970703,1,40.834083557128906,-73.85181427001953,0,2,0,1,4,18,55,8,0,1,4,19,14,49
4372,4470,5.0,0.65,40.84111785888672,-73.92573547363281,1,40.840187072753906,-73.91740417480469,0,2,4,1,22,21,1,33,4,1,22,21,6,25
4373,4471,5.5,0.98,40.67719268798828,-73.99658203125,1,40.68667221069336,-73.9904556274414,0,2,2,1,6,12,18,3,2,1,6,12,23,19
4374,4472,4.5,0.49,40.75643539428711,-73.92652130126953,1,40.76223373413086,-73.92520904541016,0,2,5,1,30,12,47,9,5,1,30,12,50,49
4375,4473,16.5,5.12,40.81289291381836,-73.921875,1,40.83373641967773,-73.8604507446289,0,2,5,1,16,19,28,22,5,1,16,19,40,7
4376,4474,4.0,0.5,40.767738342285156,-73.9255142211914,5,40.76167678833008,-73.92549896240234,0,2,1,1,5,19,50,38,1,1,5,19,53,38
4377,4475,27.0,9.3,40.75468826293945,-73.96411895751953,6,40.66380310058594,-73.99091339111328,0,2,2,1,27,22,26,51,2,1,27,22,47,21
4378,4476,4.0,0.54,40.70604705810547,-73.83177947998047,1,40.71217346191406,-73.82919311523438,0,2,2,1,6,21,52,23,2,1,6,21,54,23
4379,4477,7.0,1.23,40.7249870300293,-73.8619613647461,5,40.72711181640625,-73.85345458984375,0,2,5,1,16,18,5,44,5,1,16,18,12,51
4380,4478,17.5,4.8,40.74650192260742,-73.91748046875,1,40.69314575195313,-73.9688949584961,0,1,3,1,7,22,19,45,3,1,7,22,38,59
4381,4479,4.5,0.59,40.76633834838867,-73.91297149658203,1,40.75913619995117,-73.91876983642578,0,2,5,1,2,21,14,31,5,1,2,21,18,16
4382,4480,11.5,2.7,40.67693328857422,-73.93647003173828,1,40.6875,-73.97747039794922,0,2,5,1,9,23,29,2,5,1,9,23,42,8
4383,4481,4.5,0.48,40.67107391357422,-73.95780181884766,3,40.67438125610352,-73.95206451416016,0,2,4,1,29,9,25,32,4,1,29,9,29,59
4384,4482,6.5,1.26,40.67232894897461,-73.94693756103516,1,40.67109680175781,-73.95780181884766,0,2,6,1,3,0,59,3,6,1,3,1,5,39
4385,4483,7.5,1.3,40.81984329223633,-73.95516967773438,1,40.803524017333984,-73.96482849121094,0,1,2,1,13,13,3,5,2,1,13,13,11,6
4386,4484,27.5,7.95,40.72343063354492,-73.98541259765625,1,40.80581665039063,-73.93896484375,0,2,5,1,16,19,13,2,5,1,16,19,40,21
4387,4485,29.0,10.56,40.67918395996094,-74.01280975341797,5,40.73372650146485,-73.87020874023438,0,2,1,1,12,4,34,25,1,1,12,4,47,54
4388,4486,29.5,9.45,40.7045783996582,-74.00936889648438,1,40.76663589477539,-73.92142486572266,0,2,2,1,6,4,13,55,2,1,6,4,37,15
4389,4487,10.0,1.96,40.67519760131836,-73.97174835205078,1,40.68704605102539,-73.97061157226562,0,2,2,1,13,8,6,25,2,1,13,8,18,5
4390,4488,9.5,1.6,40.76675796508789,-73.95967102050781,1,40.78551483154297,-73.94989013671875,0,1,4,1,22,15,45,13,4,1,22,15,57,54
4391,4489,7.0,2.4,40.81547927856445,-73.90553283691406,1,40.81547927856445,-73.90553283691406,0,1,5,1,2,12,21,2,5,1,2,12,21,28
4392,4490,58.0,18.27,40.81407165527344,-73.96076202392578,1,40.70051193237305,-73.80789184570312,0,2,1,1,19,19,10,8,1,1,19,20,6,2
4393,4491,6.5,1.42,40.74730682373047,-73.88644409179688,1,40.744537353515625,-73.91123962402344,0,2,1,1,19,2,39,40,1,1,19,2,44,43
4394,4492,11.5,2.04,40.713951110839844,-73.94286346435547,1,40.72807693481445,-73.95328521728516,0,2,5,1,30,21,23,6,5,1,30,21,39,5
4395,4493,14.0,4.3,40.73833084106445,-73.78056335449219,1,40.75770950317383,-73.8343505859375,0,1,0,1,4,22,16,8,0,1,4,22,27,15
4396,4494,28.5,8.51,40.650596618652344,-73.97406005859375,2,40.71247100830078,-73.95137023925781,0,2,4,1,8,21,20,55,4,1,8,21,50,22
4397,4495,13.0,3.05,40.69372177124024,-73.9836196899414,1,40.71112060546875,-73.95111846923828,0,2,5,1,9,16,16,38,5,1,9,16,30,19
4398,4496,4.5,0.6,40.68280029296875,-73.96879577636719,1,40.68692398071289,-73.97674560546875,0,1,1,1,19,9,50,59,1,1,19,9,54,44
4399,4497,7.0,1.5,40.82020568847656,-73.94953918457031,1,40.8095588684082,-73.94009399414062,0,1,2,1,6,21,12,30,2,1,6,21,19,48
4400,4498,6.5,1.0,40.74156951904297,-73.90049743652344,1,40.7468376159668,-73.89093017578125,0,2,4,1,15,10,31,7,4,1,15,10,37,50
4401,4499,9.5,2.45,40.72125625610352,-73.99471282958984,1,40.70399475097656,-73.9864730834961,0,2,3,1,21,18,50,55,3,1,21,18,59,23
4402,4500,5.5,1.2,40.82195663452149,-73.93074798583984,1,40.80891036987305,-73.9384536743164,0,2,5,1,2,9,16,33,5,1,2,9,20,17
4403,4501,5.0,0.8,40.82271194458008,-73.93817138671875,1,40.81563949584961,-73.94708251953125,0,1,4,1,8,23,6,34,4,1,8,23,9,59
4404,4502,9.0,2.07,40.6754035949707,-73.97135162353516,1,40.6732177734375,-73.95706176757812,0,2,4,1,1,3,40,19,4,1,1,3,49,31
4405,4503,9.5,2.01,40.682762145996094,-73.9999008178711,1,40.67579650878906,-73.9715576171875,0,2,5,1,2,21,4,26,5,1,2,21,17,16
4406,4504,6.5,0.77,40.74781036376953,-73.88188171386719,1,40.74618911743164,-73.89664459228516,0,2,2,1,13,16,20,26,2,1,13,16,28,23
4407,4505,6.0,0.89,40.80464172363281,-73.94564056396484,1,40.815162658691406,-73.94396209716797,0,2,4,1,22,13,39,13,4,1,22,13,44,10
4408,4506,23.0,3.1,40.83344268798828,-73.90888977050781,3,40.80764770507813,-73.94508361816406,1,1,3,1,28,16,44,49,3,1,28,17,23,14
4409,4507,6.0,0.88,40.738277435302734,-73.90287017822266,1,40.745811462402344,-73.90327453613281,0,2,0,1,11,19,12,43,0,1,11,19,19,23
4410,4508,24.0,5.9,40.75240707397461,-73.99400329589844,5,40.79862594604492,-73.93769073486328,0,2,4,1,15,14,55,46,4,1,15,15,26,0
4411,4509,14.0,3.67,40.74182891845703,-73.85055541992188,1,40.74623107910156,-73.89679718017578,0,2,2,1,13,13,5,52,2,1,13,13,29,24
4412,4510,15.5,4.97,40.709938049316406,-73.94874572753906,1,40.692195892333984,-73.99100494384766,0,2,6,1,17,2,4,19,6,1,17,2,13,37
4413,4512,9.0,2.29,40.67334747314453,-73.95736694335938,1,40.68956756591797,-73.9760513305664,0,2,1,1,19,22,40,59,1,1,19,22,49,13
4414,4513,12.0,2.43,40.69041061401367,-73.98758697509766,1,40.66278839111328,-73.96210479736328,0,2,3,1,14,16,15,29,3,1,14,16,29,39
4415,4514,4.5,0.48,40.80977249145508,-73.93763732910156,1,40.80452728271485,-73.9378662109375,0,2,2,1,20,22,29,58,2,1,20,22,33,48
4416,4516,4.5,0.61,40.77170181274414,-73.90440368652344,1,40.77509689331055,-73.91209411621094,0,2,3,1,28,21,18,34,3,1,28,21,21,59
4417,4517,6.0,0.97,40.806884765625,-73.95354461669922,1,40.81883239746094,-73.9449234008789,0,2,6,1,10,17,6,31,6,1,10,17,11,40
4418,4518,21.5,5.7,40.646934509277344,-73.97040557861328,1,40.63858413696289,-74.02437591552734,0,1,4,1,1,2,24,21,4,1,1,2,45,24
4419,4519,6.5,1.15,40.75394821166992,-73.87214660644531,1,40.7643928527832,-73.88408660888672,0,2,3,1,28,10,3,6,3,1,28,10,9,8
4420,4520,12.5,3.1,40.72124862670898,-73.85511016845703,1,40.740806579589844,-73.87957763671875,0,1,4,1,29,21,19,3,4,1,29,21,33,26
4421,4521,8.0,1.42,40.80485534667969,-73.93885803222656,2,40.78942108154297,-73.95269012451172,0,2,4,1,29,18,22,49,4,1,29,18,31,33
4422,4522,3.5,0.48,40.79142761230469,-73.9441909790039,1,40.78644561767578,-73.94233703613281,0,2,2,1,20,13,3,40,2,1,20,13,5,12
4423,4523,7.0,1.19,40.71264266967773,-73.81085968017578,1,40.71368789672852,-73.83021545410156,0,2,2,1,27,19,22,27,2,1,27,19,29,54
4424,4524,8.0,1.62,40.73496627807617,-73.9386215209961,2,40.747276306152344,-73.9434585571289,0,2,4,1,29,18,7,34,4,1,29,18,16,53
4425,4525,8.5,1.63,40.7645263671875,-73.80941009521484,1,40.75955581665039,-73.83056640625,0,2,5,1,16,10,28,58,5,1,16,10,38,53
4426,4526,12.5,3.0,40.74992370605469,-73.98587036132812,1,40.74810409545898,-73.9568099975586,0,1,1,1,5,8,6,3,1,1,5,8,21,29
4427,4527,23.5,6.7,40.72037887573242,-73.9844970703125,1,40.79179763793945,-73.9466552734375,0,2,3,1,21,16,39,8,3,1,21,17,6,15
4428,4528,4.5,0.45,40.85232162475586,-73.92965698242188,1,40.848140716552734,-73.93450164794922,0,2,5,1,9,12,29,35,5,1,9,12,33,2
4429,4529,6.0,1.15,40.68179321289063,-74.0042953491211,1,40.68081665039063,-73.99443817138672,0,2,4,1,1,1,16,55,4,1,1,1,22,20
4430,4530,4.0,0.65,40.79186630249024,-73.96450805664062,1,40.78984069824219,-73.95442199707031,0,2,1,1,5,17,7,22,1,1,5,17,9,44
4431,4531,6.5,1.19,40.68517303466797,-73.98072814941406,1,40.683189392089844,-73.99549102783203,0,2,5,1,16,23,54,7,6,1,17,0,0,30
4432,4532,6.0,1.03,40.710693359375,-73.84671020507812,1,40.72137069702149,-73.8442611694336,0,2,4,1,15,14,15,48,4,1,15,14,21,43
4433,4533,15.5,3.26,40.7182731628418,-73.96177673339844,1,40.74805450439453,-73.95682525634766,0,2,5,1,30,8,38,35,5,1,30,8,58,49
4434,4534,16.0,3.71,40.75347900390625,-73.9344253540039,1,40.712005615234375,-73.9629135131836,0,2,6,1,17,17,23,5,6,1,17,17,42,52
4435,4535,15.0,2.8,40.84185028076172,-73.91813659667969,1,40.82122421264648,-73.950439453125,0,1,5,1,30,18,1,6,5,1,30,18,21,57
4436,4536,7.0,1.31,40.774696350097656,-73.90374755859375,1,40.75908660888672,-73.9188461303711,0,2,6,1,10,12,49,32,6,1,10,12,57,34
4437,4537,23.0,6.14,40.76367568969727,-73.9819564819336,1,40.80647277832031,-73.94654846191406,0,2,2,1,13,13,50,56,2,1,13,14,15,36
4438,4538,9.0,2.0,40.70986557006836,-74.00658416748047,1,40.70262908935547,-73.99061584472656,0,1,2,1,6,13,38,59,2,1,6,13,47,53
4439,4539,6.5,1.25,40.75836181640625,-73.89457702636719,1,40.74597549438477,-73.90364074707031,0,2,2,1,27,18,45,47,2,1,27,18,52,41
4440,4540,8.5,1.89,40.735450744628906,-73.92108154296875,1,40.75031280517578,-73.94015502929688,0,2,3,1,7,3,0,10,3,1,7,3,7,53
4441,4541,10.0,2.1,40.6546630859375,-74.00044250488281,1,40.672508239746094,-73.97692108154297,0,1,1,1,26,12,50,54,1,1,26,13,3,40
4442,4542,8.5,1.59,40.73390579223633,-73.87088012695312,1,40.74671173095703,-73.89068603515625,0,2,5,1,9,21,18,30,5,1,9,21,28,13
4443,4543,16.5,5.53,40.85379028320313,-73.91911315917969,1,40.79096603393555,-73.93912506103516,0,2,3,1,28,22,2,55,3,1,28,22,14,38
4444,4544,17.0,4.41,40.6390266418457,-73.93965148925781,1,40.668540954589844,-73.98017883300781,0,2,1,1,5,23,10,54,1,1,5,23,30,39
4445,4545,3.5,0.53,40.793983459472656,-73.96295928955078,1,40.788719177246094,-73.95525360107422,0,2,2,1,13,8,59,15,2,1,13,9,0,24
4446,4546,8.0,1.85,40.77470016479492,-73.93310546875,1,40.75439834594727,-73.94313049316406,0,2,5,1,2,13,14,59,5,1,2,13,22,42
4447,4547,26.5,7.37,40.76539993286133,-73.97607421875,1,40.72088241577149,-73.95664978027344,0,2,6,1,10,2,33,12,6,1,10,3,2,46
4448,4548,7.5,1.13,40.754661560058594,-73.8833236694336,1,40.74867630004883,-73.89176940917969,0,2,2,1,13,20,38,8,2,1,13,20,46,28
4449,4549,18.0,6.0,40.76550674438477,-73.95298767089844,1,40.76996994018555,-73.91761016845703,0,1,6,1,17,12,26,26,6,1,17,12,37,54
4450,4550,5.5,0.79,40.72828674316406,-73.85979461669922,1,40.72273254394531,-73.84630584716797,0,2,4,1,29,21,23,25,4,1,29,21,28,34
4451,4551,17.5,5.67,40.84229278564453,-73.89404296875,1,40.813621520996094,-73.95639038085938,0,2,4,1,1,21,58,54,4,1,1,22,11,19
4452,4552,4.5,0.72,40.7457160949707,-73.90311431884766,2,40.74644088745117,-73.89361572265625,0,2,6,1,3,21,37,15,6,1,3,21,40,58
4453,4553,5.5,0.77,40.66311645507813,-73.98397827148438,3,40.66845703125,-73.98112487792969,0,2,2,1,20,16,8,49,2,1,20,16,14,27
4454,4555,25.5,6.36,40.745826721191406,-73.9865493774414,1,40.70286178588867,-73.98670959472656,0,2,2,1,13,8,38,4,2,1,13,9,11,28
4455,4556,8.0,1.67,40.76638793945313,-73.93073272705078,1,40.77576446533203,-73.91117095947266,0,2,5,1,2,13,5,36,5,1,2,13,13,10
4456,4557,15.5,4.82,40.78276443481445,-73.9814224243164,1,40.83669662475586,-73.9428939819336,0,2,0,1,25,10,44,5,0,1,25,10,55,44
4457,4558,12.5,3.2,40.77593994140625,-73.91034698486328,1,40.75690078735352,-73.87361907958984,0,1,0,1,11,7,52,7,0,1,11,8,4,29
4458,4559,5.0,0.68,40.8025016784668,-73.95087432861328,1,40.79874038696289,-73.93968200683594,0,2,4,1,8,22,35,17,4,1,8,22,39,40
4459,4560,4.5,0.49,40.81402969360352,-73.95236206054688,1,40.81342697143555,-73.94884490966797,0,2,6,1,24,16,9,22,6,1,24,16,13,14
4460,4561,11.5,2.58,40.66643905639648,-73.93708801269531,3,40.66917037963867,-73.97969818115234,0,2,4,1,29,21,12,22,4,1,29,21,25,22
4461,4562,14.5,4.42,40.66722869873047,-73.8151626586914,1,40.71348571777344,-73.8290786743164,0,2,2,1,20,18,21,39,2,1,20,18,33,45
4462,4563,40.5,13.21,40.79896926879883,-73.96422576904297,1,40.67024612426758,-73.96231079101562,0,2,1,1,26,21,43,58,1,1,26,22,20,34
4463,4564,5.5,0.87,40.6677131652832,-73.94794464111328,1,40.67332077026367,-73.95700073242188,0,2,6,1,10,16,54,35,6,1,10,16,59,47
4464,4565,8.0,2.0,40.770320892333984,-73.87623596191406,2,40.74782180786133,-73.88297271728516,0,2,2,1,20,3,39,52,2,1,20,3,48,52
4465,4566,4.5,0.7,40.80028533935547,-73.94473266601562,1,40.80066680908203,-73.93518829345703,0,1,5,1,16,7,6,13,5,1,16,7,9,8
4466,4567,11.0,3.2,40.77535629272461,-73.91439056396484,2,40.74778747558594,-73.88471221923828,0,1,5,1,2,11,19,23,5,1,2,11,27,26
4467,4568,7.0,1.2,40.68962860107422,-73.96014404296875,1,40.68459701538086,-73.97772979736328,0,2,2,1,13,19,1,32,2,1,13,19,8,48
4468,4569,8.0,0.95,40.6933479309082,-73.99050903320312,1,40.70243453979492,-73.98678588867188,0,2,1,1,26,10,17,12,1,1,26,10,26,59
4469,4570,4.5,0.5,40.74148559570313,-73.89952087402344,1,40.74608612060547,-73.89637756347656,0,1,4,1,15,16,30,17,4,1,15,16,33,38
4470,4571,6.0,1.27,40.76921844482422,-73.93148803710938,1,40.75910186767578,-73.919189453125,0,2,3,1,7,18,56,40,3,1,7,19,2,23
4471,4572,6.0,1.1,40.721527099609375,-73.94732666015625,1,40.7164421081543,-73.96141052246094,0,1,5,1,30,23,47,37,5,1,30,23,53,22
4472,4573,17.8,0.49,40.83174514770508,-73.85589599609375,1,40.83477020263672,-73.865966796875,0,2,6,1,3,5,54,58,6,1,3,5,55,5
4473,4574,9.0,2.24,40.85958862304688,-73.9311294555664,1,40.86642074584961,-73.9246597290039,0,2,4,1,15,16,4,27,4,1,15,16,19,18
4474,4575,17.0,2.46,40.76665115356445,-73.95728302001953,1,40.78928756713867,-73.95289611816406,0,2,2,1,6,14,57,57,2,1,6,15,25,59
4475,4576,14.0,3.53,40.675376892089844,-73.970947265625,1,40.6755485534668,-73.91381072998047,0,2,6,1,10,10,52,23,6,1,10,11,7,4
4476,4577,5.5,0.88,40.68472290039063,-73.99710845947266,1,40.68276596069336,-73.99324798583984,0,2,1,1,19,17,21,8,1,1,19,17,27,27
4477,4578,5.0,0.96,40.80626678466797,-73.9417724609375,1,40.79490280151367,-73.9423599243164,0,2,5,1,2,18,8,51,5,1,2,18,12,0
4478,4579,7.0,1.05,40.67669677734375,-73.98541259765625,1,40.68379211425781,-74.00088500976562,0,2,4,1,29,8,38,33,4,1,29,8,47,0
