base_cost,base_accuracy,ft_cost_balanced_mode,ft_accuracy_balanced_mode,ft_cost_quality_mode,ft_accuracy_quality_mode,ft_cost_cost_mode,ft_accuracy_cost_mode
0.56,84.9,0.37,91,2.17,93,0.03,70
